diseased,ripe,size,filename
-1,0,1,./Size Fuzzy/Badami/Unripe/Medium/86.jpg
-1,0,1,./Size Fuzzy/Badami/Unripe/Medium/82.jpg
-1,0,1,./Size Fuzzy/Badami/Unripe/Medium/87.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/61.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/34.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/64.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/68.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/11.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/6.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/71.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/3.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/72.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/17.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/69.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/51.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/54.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/70.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/8.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/66.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/63.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/73.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/16.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/7.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/2.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/47.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/57.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/53.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/18.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/9.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/19.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/56.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/59.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/67.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/5.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/52.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/48.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/32.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/1.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/10.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/65.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/31.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/50.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/55.jpg
-1,0,3,./Size Fuzzy/Badami/Unripe/Very Big/4.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/41.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/75.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/21.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/58.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/39.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/15.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/27.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/33.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/30.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/49.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/23.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/14.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/74.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/83.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/85.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/24.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/78.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/40.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/36.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/80.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/44.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/76.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/84.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/26.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/13.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/60.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/46.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/37.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/38.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/79.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/29.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/43.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/77.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/25.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/35.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/62.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/22.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/20.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/89.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/28.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/12.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/42.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/45.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/81.jpg
-1,0,2,./Size Fuzzy/Badami/Unripe/Big/88.jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (27).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (25).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (28).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (88).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (80).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (70).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (60).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (89).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (26).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (31).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (36).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (67).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (76).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (32).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (33).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (87).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (78).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (81).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (59).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (69).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (23).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (61).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (90).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (30).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (82).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (38).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (75).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (22).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (29).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (35).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (62).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (37).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (39).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (79).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (34).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (24).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (77).jpg
-1,1,1,./Size Fuzzy/Badami/Ripe/Medium/1 (68).jpg
-1,1,3,./Size Fuzzy/Badami/Ripe/Very Big/1 (6).jpg
-1,1,3,./Size Fuzzy/Badami/Ripe/Very Big/1 (5).jpg
-1,1,3,./Size Fuzzy/Badami/Ripe/Very Big/1 (10).jpg
-1,1,3,./Size Fuzzy/Badami/Ripe/Very Big/1 (1).jpg
-1,1,3,./Size Fuzzy/Badami/Ripe/Very Big/1 (46).jpg
-1,1,3,./Size Fuzzy/Badami/Ripe/Very Big/1 (44).jpg
-1,1,3,./Size Fuzzy/Badami/Ripe/Very Big/1 (2).jpg
-1,1,3,./Size Fuzzy/Badami/Ripe/Very Big/1 (45).jpg
-1,1,3,./Size Fuzzy/Badami/Ripe/Very Big/1 (4).jpg
-1,1,3,./Size Fuzzy/Badami/Ripe/Very Big/1 (3).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (18).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (99).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (57).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (7).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (53).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (47).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (52).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (73).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (40).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (72).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (85).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (48).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (11).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (86).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (19).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (93).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (54).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (12).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (65).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (16).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (97).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (95).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (71).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (13).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (20).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (14).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (100).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (42).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (91).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (41).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (74).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (8).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (56).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (63).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (96).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (17).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (64).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (94).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (21).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (92).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (83).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (84).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (98).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (15).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (66).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (49).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (58).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (43).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (55).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (50).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (9).jpg
-1,1,2,./Size Fuzzy/Badami/Ripe/Big/1 (51).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (18).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (27).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (57).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (53).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (47).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (52).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (73).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (28).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (40).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (88).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (72).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (85).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (48).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (70).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (60).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (11).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (86).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (19).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (54).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (89).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (12).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (26).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (113).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (31).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (10).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (71).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (76).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (32).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (87).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (20).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (59).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (42).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (91).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (41).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (61).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (90).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (74).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (111).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (30).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (56).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (38).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (1).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (63).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (46).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (17).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (44).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (64).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (115).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (75).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (2).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (45).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (92).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (22).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (29).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (83).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (35).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (15).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (112).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (62).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (49).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (58).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (43).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (4).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (55).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (34).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (50).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (24).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (9).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (3).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (77).jpg
-1,-1,1,./Size Fuzzy/Kesar/medium/1 (51).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (99).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (106).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (7).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (125).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (25).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (104).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (107).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (80).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (6).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (93).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (117).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (105).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (102).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (114).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (121).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (36).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (120).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (65).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (5).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (16).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (97).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (108).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (67).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (95).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (126).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (13).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (33).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (78).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (81).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (14).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (100).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (118).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (69).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (23).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (122).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (116).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (109).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (8).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (82).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (96).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (94).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (21).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (84).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (98).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (101).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (66).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (37).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (39).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (123).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (124).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (110).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (79).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (119).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (103).jpg
-1,-1,0,./Size Fuzzy/Kesar/small/1 (68).jpg
-1,-1,1,./Size Fuzzy/Neelam/Medium/1 (7).jpg
-1,-1,1,./Size Fuzzy/Neelam/Medium/1 (11).jpg
-1,-1,1,./Size Fuzzy/Neelam/Medium/1 (6).jpg
-1,-1,1,./Size Fuzzy/Neelam/Medium/1 (12).jpg
-1,-1,1,./Size Fuzzy/Neelam/Medium/1 (5).jpg
-1,-1,1,./Size Fuzzy/Neelam/Medium/1 (10).jpg
-1,-1,1,./Size Fuzzy/Neelam/Medium/1 (13).jpg
-1,-1,1,./Size Fuzzy/Neelam/Medium/1 (14).jpg
-1,-1,1,./Size Fuzzy/Neelam/Medium/1 (8).jpg
-1,-1,1,./Size Fuzzy/Neelam/Medium/1 (1).jpg
-1,-1,1,./Size Fuzzy/Neelam/Medium/1 (2).jpg
-1,-1,1,./Size Fuzzy/Neelam/Medium/1 (15).jpg
-1,-1,1,./Size Fuzzy/Neelam/Medium/1 (4).jpg
-1,-1,1,./Size Fuzzy/Neelam/Medium/1 (9).jpg
-1,-1,1,./Size Fuzzy/Neelam/Medium/1 (3).jpg
-1,0,1,./Size Fuzzy/Totapuri/Unripe/Medium/1 (99).jpg
-1,0,1,./Size Fuzzy/Totapuri/Unripe/Medium/1 (57).jpg
-1,0,1,./Size Fuzzy/Totapuri/Unripe/Medium/1 (73).jpg
-1,0,1,./Size Fuzzy/Totapuri/Unripe/Medium/1 (72).jpg
-1,0,1,./Size Fuzzy/Totapuri/Unripe/Medium/1 (70).jpg
-1,0,1,./Size Fuzzy/Totapuri/Unripe/Medium/1 (102).jpg
